epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
12,11252.3,1.313,1.72268,1.13273,0.00634,0.61916,0.72881,0.66396,0.67115,0.39293,0.75282,0.63277,0.66687,0.35246,1.53507,2.32909,1.43036,0.01213,0,0.000707707,0.000707707,0.000707707
13,12178.3,1.32652,1.75276,1.13694,0.0068,0.61633,0.65962,0.63698,0.64632,0.37904,0.69127,0.62049,0.65206,0.34325,1.60822,2.3504,1.4084,0.01246,0,0.000671044,0.000671044,0.000671044
14,13112.4,1.34414,1.70377,1.14181,0.00664,0.59735,0.77717,0.65085,0.70909,0.40011,0.74195,0.61797,0.66638,0.33558,1.54798,2.50151,1.36197,0.01198,0,0.000634381,0.000634381,0.000634381
15,14094.7,1.31349,1.68127,1.09035,0.00674,0.61689,0.72663,0.68105,0.68989,0.39475,0.718,0.65003,0.67937,0.35558,1.5356,2.26003,1.35898,0.01212,0,0.000597718,0.000597718,0.000597718
16,15030.9,1.33202,1.7141,1.11123,0.00668,0.61938,0.71738,0.66981,0.64214,0.3693,0.70702,0.65001,0.63395,0.33132,1.51212,2.27069,1.3737,0.01208,0,0.000561055,0.000561055,0.000561055
17,15967.6,1.29008,1.65948,1.05872,0.00644,0.57647,0.73934,0.64328,0.66798,0.39141,0.6911,0.68446,0.66589,0.34602,1.53999,2.39602,1.38881,0.01195,0,0.000524392,0.000524392,0.000524392
18,16910.9,1.29543,1.65573,1.03813,0.00625,0.56151,0.76971,0.66295,0.69121,0.39976,0.76145,0.64885,0.67826,0.35141,1.5547,2.22386,1.37557,0.01232,0,0.000487729,0.000487729,0.000487729
19,17842.2,1.26805,1.59711,1.05965,0.00615,0.5721,0.72006,0.71011,0.71107,0.41112,0.7701,0.62602,0.68541,0.36026,1.52206,2.31672,1.35698,0.01178,0,0.000451066,0.000451066,0.000451066
20,18785.6,1.25355,1.65698,1.00644,0.00606,0.55043,0.73327,0.70538,0.70551,0.41705,0.76839,0.64975,0.67644,0.36207,1.47631,2.27003,1.32633,0.01116,0,0.000414403,0.000414403,0.000414403
21,19726.5,1.2639,1.58782,0.92741,0.0071,0.41376,0.79957,0.69614,0.73243,0.43306,0.77836,0.66456,0.7095,0.38313,1.50621,2.31397,1.19978,0.01204,0,0.00037774,0.00037774,0.00037774
22,20674,1.26869,1.56172,0.89504,0.00722,0.36643,0.78659,0.71362,0.72965,0.43359,0.73986,0.68999,0.70359,0.38499,1.50262,2.21243,1.22518,0.01206,0,0.000341077,0.000341077,0.000341077
23,21616.6,1.23345,1.5797,0.85091,0.0066,0.34677,0.82146,0.70509,0.75393,0.44716,0.79377,0.68173,0.72452,0.38876,1.46586,2.27592,1.15519,0.01146,0,0.000304414,0.000304414,0.000304414
24,22552.7,1.23741,1.55125,0.86413,0.00676,0.34767,0.79214,0.71416,0.74987,0.45601,0.75998,0.70054,0.72941,0.40254,1.44502,2.35419,1.17647,0.01124,0,0.000267751,0.000267751,0.000267751
25,23498.6,1.20931,1.50706,0.81947,0.00645,0.32726,0.78259,0.71328,0.76536,0.46161,0.76362,0.69632,0.73967,0.40599,1.45819,2.33034,1.19903,0.01125,0,0.000231088,0.000231088,0.000231088
26,24516.5,1.18757,1.56823,0.81355,0.00637,0.33037,0.80858,0.72954,0.76777,0.46508,0.80073,0.70388,0.74179,0.40747,1.43196,2.27295,1.17724,0.01102,0,0.000194425,0.000194425,0.000194425
27,25525.7,1.18031,1.56955,0.79177,0.00628,0.32147,0.82124,0.7231,0.76266,0.46023,0.78967,0.69147,0.73358,0.4097,1.42446,2.30018,1.16508,0.01078,0,0.000157762,0.000157762,0.000157762
28,26476,1.17407,1.5055,0.77394,0.00595,0.31212,0.82216,0.72588,0.76926,0.46046,0.78735,0.69511,0.73802,0.40701,1.42351,2.29614,1.17324,0.01071,0,0.000121099,0.000121099,0.000121099
29,27395.9,1.18752,1.55848,0.80901,0.00612,0.31633,0.8149,0.70277,0.75478,0.45529,0.79533,0.68601,0.73033,0.40701,1.41812,2.27315,1.1794,0.01067,0,8.4436e-05,8.4436e-05,8.4436e-05
30,28344.3,1.1675,1.54022,0.76772,0.00584,0.29693,0.79192,0.71686,0.75611,0.45746,0.77032,0.70332,0.73082,0.40396,1.41881,2.27821,1.16478,0.01062,0,4.7773e-05,4.7773e-05,4.7773e-05
