epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
74,246.666,1.49911,3.79153,5.35368,0.01678,8.57721,0,0,0,0,0,0,0,0,2.64886,4.68862,7.19032,0.02575,0,3.29987e-05,3.29987e-05,3.29987e-05
75,250.493,1.18695,3.19394,5.39147,0.01781,8.60316,0,0,0,0,0,0,0,0,2.64886,4.68862,7.19032,0.02575,0,3.18206e-05,3.18206e-05,3.18206e-05
76,253.729,1.14547,3.23301,5.47277,0.01166,8.57189,0,0,0,0,0,0,0,0,2.65967,4.63945,7.18908,0.02558,0,3.06425e-05,3.06425e-05,3.06425e-05
77,256.733,1.2188,3.72687,5.41027,0.01195,8.55288,0,0,0,0,0,0,0,0,2.65967,4.63945,7.18908,0.02558,0,2.94644e-05,2.94644e-05,2.94644e-05
78,260.719,1.48784,3.2774,5.24915,0.01368,8.51998,0,0,0,0,0,0,0,0,2.65967,4.63945,7.18908,0.02558,0,2.82863e-05,2.82863e-05,2.82863e-05
79,264.003,1.03829,3.05005,5.32412,0.01001,8.53538,0,0,0,0,0,0,0,0,2.67418,4.64833,7.19508,0.02582,0,2.71082e-05,2.71082e-05,2.71082e-05
80,267.489,1.31779,3.1326,5.60209,0.01449,8.55429,0,0,0,0,0,0,0,0,2.67418,4.64833,7.19508,0.02582,0,2.59301e-05,2.59301e-05,2.59301e-05
81,271.139,0.96741,3.14154,5.48633,0.01253,8.55603,0,0,0,0,0,0,0,0,2.67418,4.64833,7.19508,0.02582,0,2.4752e-05,2.4752e-05,2.4752e-05
82,274.437,1.19253,3.31247,5.33655,0.01552,8.53128,0,0,0,0,0,0,0,0,2.66493,4.65538,7.19416,0.0256,0,2.35739e-05,2.35739e-05,2.35739e-05
83,277.508,1.10207,3.35583,5.44575,0.01452,8.5339,0,0,0,0,0,0,0,0,2.66493,4.65538,7.19416,0.0256,0,2.23958e-05,2.23958e-05,2.23958e-05
84,280.949,1.06838,3.35353,5.30752,0.01639,8.51769,0,0,0,0,0,0,0,0,2.66493,4.65538,7.19416,0.0256,0,2.12177e-05,2.12177e-05,2.12177e-05
85,284.724,1.23441,3.43979,5.30656,0.0114,8.50058,0,0,0,0,0,0,0,0,2.67981,4.6711,7.19604,0.02608,0,2.00396e-05,2.00396e-05,2.00396e-05
86,287.901,1.45893,3.85297,5.84115,0.02399,8.54505,0,0,0,0,0,0,0,0,2.67981,4.6711,7.19604,0.02608,0,1.88615e-05,1.88615e-05,1.88615e-05
87,291.258,1.21144,2.9672,5.20314,0.01247,8.48413,0,0,0,0,0,0,0,0,2.67981,4.6711,7.19604,0.02608,0,1.76834e-05,1.76834e-05,1.76834e-05
88,294.408,0.98881,3.3699,5.40532,0.01022,8.52925,0,0,0,0,0,0,0,0,2.67569,4.67302,7.19446,0.02602,0,1.65053e-05,1.65053e-05,1.65053e-05
89,297.342,1.37617,3.39471,5.78668,0.01585,8.51959,0,0,0,0,0,0,0,0,2.67569,4.67302,7.19446,0.02602,0,1.53272e-05,1.53272e-05,1.53272e-05
90,300.531,1.15658,3.36231,5.28859,0.01068,8.48712,0,0,0,0,0,0,0,0,2.67569,4.67302,7.19446,0.02602,0,1.41491e-05,1.41491e-05,1.41491e-05
91,303.537,1.07363,3.18628,6.10483,0.01902,8.49572,0,0,0,0,0,0,0,0,2.68434,4.68042,7.19834,0.02606,0,1.2971e-05,1.2971e-05,1.2971e-05
92,306.588,0.9047,2.52471,6.35033,0.01046,8.496,0,0,0,0,0,0,0,0,2.68434,4.68042,7.19834,0.02606,0,1.17929e-05,1.17929e-05,1.17929e-05
93,309.677,1.26868,3.10159,6.29264,0.02368,8.49688,0,0,0,0,0,0,0,0,2.68434,4.68042,7.19834,0.02606,0,1.06148e-05,1.06148e-05,1.06148e-05
94,312.657,1.14013,3.0494,6.39528,0.01695,8.51531,0,0,0,0,0,0,0,0,2.69301,4.67613,7.20311,0.02563,0,9.4367e-06,9.4367e-06,9.4367e-06
95,315.849,1.53483,3.44119,6.27901,0.02775,8.48435,0,0,0,0,0,0,0,0,2.69301,4.67613,7.20311,0.02563,0,8.2586e-06,8.2586e-06,8.2586e-06
96,319.474,1.08632,3.20499,6.07141,0.02062,8.49008,0,0,0,0,0,0,0,0,2.69301,4.67613,7.20311,0.02563,0,7.0805e-06,7.0805e-06,7.0805e-06
97,323.043,1.35962,2.93599,6.24313,0.02012,8.50697,0,0,0,0,0,0,0,0,2.71826,4.70957,7.21204,0.02628,0,5.9024e-06,5.9024e-06,5.9024e-06
98,326.097,1.15754,3.25118,6.24681,0.02491,8.49621,0,0,0,0,0,0,0,0,2.71826,4.70957,7.21204,0.02628,0,4.7243e-06,4.7243e-06,4.7243e-06
99,329.101,1.14272,2.65276,6.23837,0.01456,8.48802,0,0,0,0,0,0,0,0,2.71826,4.70957,7.21204,0.02628,0,3.5462e-06,3.5462e-06,3.5462e-06
100,332.137,0.98203,2.76677,6.40251,0.01266,8.5013,0,0,0,0,0,0,0,0,2.71141,4.69329,7.20416,0.02605,0,2.3681e-06,2.3681e-06,2.3681e-06
